"wo-v9-4_Aug2025_UG_FIADB_database_description_NFI.pdf						",,,
Name,Code,Description,Table_ID
DIEBACK_SEVERITY_SRS,5,50-59% of crown affected.,TREE_TABLE
DIEBACK_SEVERITY_SRS,6,60-69% of crown affected.,TREE_TABLE
DIEBACK_SEVERITY_SRS,7,70-79% of crown affected.,TREE_TABLE
DIEBACK_SEVERITY_SRS,8,80-89% of crown affected.,TREE_TABLE
DIEBACK_SEVERITY_SRS,9,90-99% of crown affected.,TREE_TABLE
DAMAGE_AGENT_CD1,0,General Agent: —. Damage Threshold*: No damage. Descriptions: —,TREE_TABLE
DAMAGE_AGENT_CD1,10000,General Agent: General insects. Damage Threshold*: Any damage to the terminal leader; damage ω20% of the roots or boles with >20% of the circumference affected; damage >20% of the multiple-stems (on multi-stemmed woodland species) with >20% of the circumference affected; >20% of the branches affected; damage ω20% of the foliage with ω50% of the leaf/needle affected. Descriptions: Insect damage that cannot be placed in any of the following insect categories.,TREE_TABLE
DAMAGE_AGENT_CD1,11000,"General Agent: Bark beetles. Damage Threshold*: Any evidence of a successful
attack (successful attacks generally exhibit boring dust, many pitch tubes and/or fading
crowns). Descriptions: Bark beetles (Dendroctonus, Ips , and other genera) are
phloem-feeding insects that bore through the bark and create extensive galleries between the bark and the wood. Symptoms of beetle damage include fading or discolored tree crown (yellow or red), pitch tubes or pitch streaks on the bark,
extensive egg galleries in the phloem, boring dust in the bark crevices or at the base of the tree. Bark chipping by woodpeckers may be conspicuous. They inflict damage or destroy all parts of trees at all stages of growth by boring in the bark, inner bark, and phloem. Visible signs of attack include pitch tubes or large pitch masses on the tree, dust and frass on the bark and ground, and resin streaming. Internal tunneling has various patterns. Most have tunnels of uniform width with smaller galleries of variable width radiating from them. Galleries may or may not be packed with fine boring dust.",TREE_TABLE
DAMAGE_AGENT_CD1,12000,"General Agent: Defoliators. Damage Threshold*: Any damage to the terminal leader; damage ω20% of the foliage with ω50% of the leaf/needle affected. Descriptions: These are foliage-feeding insects that may reduce growth and weaken the tree causing it to be more susceptible to other damaging agents. General symptoms of defoliation damage include large amounts of missing foliage, browning foliage, extensive branch mortality, or dead tree tops.",TREE_TABLE
DAMAGE_AGENT_CD1,13000,"General Agent: Chewing insects. Note: This is only collected by RMRS and SRS. Damage Threshold*: Any damage to the terminal leader; damage ω20% of the foliage with ω50% of the leaf/needle affected. Descriptions: Insects, like grasshoppers and cicadas that chew on trees (those insects not covered by defoliators in code 12000).",TREE_TABLE
DAMAGE_AGENT_CD1,14000,"General Agent: Sucking insects. Damage Threshold*: Any damage to the terminal leader; damage ω20% of the foliage with ω50% of the leaf/needle affected. Descriptions: Adelgids, scales and aphids feed on all parts of the tree. Often they cause galling on branches and trunks. Some appear benign but enable fungi to invade where they otherwise could not (e.g., beech bark disease). The most important ones become conspicuous because of the mass of white, cottony wax that conceals eggs and young
nymphs.",TREE_TABLE
DAMAGE_AGENT_CD1,15000,"General Agent: Boring insects. Damage Threshold*: Any damage to the terminal leader; damage ω20% of the roots, stems, or branches. Descriptions: Most wood boring insects attack only severely declining and dead trees. Certain wood boring insects cause significant damage to trees, especially the exotic Asian longhorn beetle, emerald ash borer, and Sirex wood wasp. Bark beetles have both larval and adult galleries in the phloem and adjacent surface of the wood. Wood borers have galleries
caused only by larval feeding. Some, such as the genus Agrilus (including the emerald ash borer) have galleries only in the phloem and surface of the wood. Other wood
borers, such as Asian longhorn beetle bore directly into the phloem and wood. Sirex adults oviposit their eggs through the bark, and developing larvae bore directly into
the wood of pines.",TREE_TABLE
DAMAGE_AGENT_CD1,19000,General Agent: General diseases. Damage Threshold*: Any damage to the terminal leader; damage ω20% of the roots or boles with >20% of the circumference affected; damage >20% of the multiple-stems (on multi-stemmed woodland species) with >20% of the circumference affected; >20% of the branches affected; damage ω20% of the foliage with ω50% of the leaf/needle affected. Descriptions: Diseases that cannot be placed in any of the following disease categories.,TREE_TABLE
DAMAGE_AGENT_CD1,21000,"General Agent: Root/butt diseases. Damage Threshold*: Any occurrence. Descriptions: Root disease kills all or a portion of a tree's roots. Quite often, the pathogenic fungus girdles the tree at the root collar. Tree damage includes mortality (often occurring in groups or ""centers""), reduced tree growth, and increased susceptibility to other agents (especially bark beetles). General symptoms include resin at the root collar, thin, chlorotic (faded) foliage, and decay of roots. A rot is a wood decay caused by fungi. Rots are characterized by a progression of symptoms in the affected wood. First, the wood stains and discolors, then it begins to lose its structural strength, and finally the wood starts to break down, forming cavities in the stem. Even early stages of wood decay can cause cull due to losses in wood strength and staining of the wood. Rot can lead to mortality, cull, an increased susceptibility to other agents (such as insects), wind throw, and stem breakage.",TREE_TABLE
DAMAGE_AGENT_CD1,22000,"General Agent: Cankers (non-rust). Damage Threshold*: Any occurrence. Descriptions: A canker -- a sunken lesion on the stem caused by the death of cambium -- may cause tree breakage or kill the portion of the tree above the canker. Cankers may be caused by various agents but are most often caused by fungi. A necrotic lesion begins in the bark of branches, trunk or roots, and progresses inward killing the cambium and underlying cells. The causal agent may or may not penetrate the wood. This results in areas of dead tissue that become deeper and wider.
There are two types of cankers, annual and perennial. Annual cankers enlarge only once and do so within an interval briefer than the growth cycle of the tree, usually less than one year. Little or no callus is associated with annual cankers, and they may be difficult to distinguish from mechanical injuries. Perennial cankers are usually the more serious of the two, and grow from year to year with callus forming each year on the canker margin, often resulting in a target shape. The most serious non-rust cankers occur on hardwoods, although branch mortality often occurs on conifers.",TREE_TABLE
DAMAGE_AGENT_CD1,22500,General Agent: Stem decays. Damage Threshold*: Any visual evidence (conks; fruiting bodies; rotten wood). Descriptions: Rot occurring in the bole/stems of trees above the roots and stump.,TREE_TABLE
DAMAGE_AGENT_CD1,23000,"General Agent: Parasitic / Epiphytic plants. Damage Threshold*: Dwarf mistletoes with Hawksworth rating of ω3; true mistletoes and vines covering ω50% of crown. Descriptions: Parasitic and epiphytic plants can cause damage to trees in a variety of ways. The most serious ones are dwarf mistletoes, which reduce growth and can cause severe deformities. Vines may damage trees by strangulation, shading, or physical damage. Benign epiphytes, such as lichens or mosses, are not considered damaging agents.",TREE_TABLE
DAMAGE_AGENT_CD1,24000,"General Agent: Decline Complexes/Dieback/Wilts. Damage Threshold*: Damage ω20% dieback of crown area. Descriptions: Tree disease which results not from a single causal agent but from an interacting set of factors. Terms that denote the symptom syndrome, such as dieback and wilt, are commonly used to identify these diseases.",TREE_TABLE
DAMAGE_AGENT_CD1,25000,"General Agent: Foliage diseases. Damage Threshold*: Damage ω20% of the foliage with ω50% of the leaf/needle affected. Descriptions: Foliage diseases are caused by fungi and result in needle shed, growth loss, and, potentially, tree mortality. This category includes needle casts, blights, and needle rusts.",TREE_TABLE
DAMAGE_AGENT_CD1,26000,"General Agent: Stem rusts. Damage Threshold*: Any occurrence on the bole or stems (on multi-stemmed woodland species), or on branches η1 foot from boles or stems; damage to ω20% of branches. Descriptions: A stem rust is a disease caused by fungi that kill or deform all or a portion of the stem or branches of a tree. Stem rusts are obligate parasites and host specialization is very common. They infect and develop on fast-growing tissues and cause accelerated growth of infected tissues resulting in galls or cankers. Heavy resinosis is usually associated with infections. Sometimes yellow or
reddish-orange spores are present giving a ""rusty"" appearance. Damage occurs when the disease attacks the cambium of the host, girdling and eventually killing the stem above the attack. Symptoms of rusts include galls (an abnormal and pronounced swelling or deformation of plant tissue that forms on branches or stems) and cankers (a sunken lesion on the stem caused by death of the cambium which often results in the death of tree tops and branches).",TREE_TABLE
DAMAGE_AGENT_CD1,27000,"General Agent: Broom rusts. Damage Threshold*: ω50% of crown area affected. Descriptions: Broom rust is a disease caused by fungi that kill or deform all or a
portion of the branches of a tree. Broom rusts are obligate parasites and host specialization is very common. They infect and develop on fast-growing tissues and cause accelerated growth of infected tissues resulting in galls. Symptoms of rusts include galls, an abnormal and pronounced swelling or deformation of plant tissue that forms on branches or stems.",TREE_TABLE
DAMAGE_AGENT_CD1,30000,"General Agent: Fire. Damage Threshold*: Damage ω20% of bole circumference; >20% of stems on multi-stemmed woodland species affected; ω20% of crown affected. Descriptions: Fire damage may be temporary, such as scorched foliage, or may be permanent, such as in cases where cambium is killed around some
portion of the bole. The location and amount of fire damage will determine how the damage may affect the growth and survival of the tree. Fire often causes physiological
stress, which may predispose the tree to attack by insects of other damaging agents.",TREE_TABLE
DAMAGE_AGENT_CD1,41000,"General Agent: Wild animals. Damage Threshold*: Any damage to the terminal leader; damage ω20% of the roots or boles with>20% of the circumference affected; damage >20% of the multiple-stems (on multi-stemmed woodland species) with >20% of the circumference affected; >20% of the branches affected; damage ω20% of the foliage with ω50% of the leaf/needle affected. Descriptions: Wild animals from birds to large mammals cause open wounds. Some common types of damage include: sapsucker bird peck, deer rub, bear clawing, porcupine feeding, and beaver gnawing.",TREE_TABLE
DAMAGE_AGENT_CD1,42000,General Agent: Domestic animals. Damage Threshold*: Any damage to the terminal leader; damage ω20% of the roots or boles with>20% of the circumference affected; damage >20% of the multiple-stems (on multi-stemmed woodland species) with >20% of the circumference affected; >20% of the branches affected; damage ω20% of the foliage with ω50% of the leaf/needle affected. Descriptions: Open wounds caused by cattle and horses occur on the roots and lower trunk. Soil compaction from the long term presence of these animals in a woodlot can also cause indirect damage.,TREE_TABLE
DAMAGE_AGENT_CD1,50000,"General Agent: Abiotic. Damage Threshold*: Any damage to the terminal leader; damage ω20% of the roots or boles with>20% of the circumference affected; damage
>20% of the multiple-stems (on multi-stemmed woodland species) with >20% of the
circumference affected; >20% of the branches affected; damage ω20% of the foliage with ω50% of the leaf/needle affected. Descriptions: Abiotic damages are those that are not caused by other organisms. In some cases, the type and severity of damage may be similar for different types of agents (e.g., broken branches from wind, snow, or ice).",TREE_TABLE
DAMAGE_AGENT_CD1,60000,"General Agent: Competition. Damage Threshold*: Overtopped shade-intolerant trees that are not expected to survive for 5 years or saplings not expected to reach tree size (5.0 inches d.b.h./d.r.c.). Descriptions: Suppression of overtopped shade-intolerant species. Trees that are not expected to survive for 5 years or saplings not expected to
reach tree size (5.0 inches d.b.h./d.r.c.).",TREE_TABLE
DAMAGE_AGENT_CD1,70000,"General Agent: Human activities. Damage Threshold*: Any damage to the terminal leader; damage ω20% of the roots or boles with >20% of the circumference affected; damage >20% of the multiple-stems (on multi-stemmed woodland species) with >20% of the circumference affected; >20% of the branches affected; damage ω20% of the foliage with ω50% of the leaf/needle affected. Descriptions: People can injure trees in a variety of ways, from poor pruning, to vandalism, to logging injury. Signs include open wounds or foreign embedded objects.",TREE_TABLE
DAMAGE_AGENT_CD1,71000,General Agent: Harvest. Damage Threshold*: Removal of ω10% of cubic volume. Descriptions: Only recorded for woodland species trees that have partial cutting.,TREE_TABLE
DAMAGE_AGENT_CD1,90000,General Agent: Other damage. Damage Threshold*: Any damage to the terminal leader; damage ω20% of the roots or boles with >20% of the circumference affected; damage >20% of the multiple-stems (on multi-stemmed woodland species) with >20% of the circumference affected; >20% of the branches affected; damage ω20% of the foliage with ω50% of the leaf/needle affected. Descriptions: —,TREE_TABLE
DAMAGE_AGENT_CD1,99000,General Agent: Unknown damage. Damage Threshold*: Any damage to the terminal leader; damage ω20% of the roots or boles with >20% of the circumference affected; damage >20% of the multiple-stems (on multi-stemmed woodland species) with >20% of the circumference affected; >20% of the branches affected; damage ω20% of the foliage with ω50% of the leaf/needle affected.. Descriptions: Use this code only when observed damage cannot be attributed to a general or specific agent.,TREE_TABLE
ACTUALHT_CALC_CD,1,Meaning: NERS method. Description: Value calculated for NERS States using regional methods.,TREE_TABLE
CULL_BF_ROTTEN_CD,1,Rotten board-foot cull (CULL_BF_ROTTEN) of the sawlog is not null.,TREE_TABLE
CULL_BF_ROUGH_CD,1,Rough board-foot cull (CULL_BF_ROUGH) of the sawlog is not null.,TREE_TABLE
TREECLCD_31_NCRS,2,"Growing Stock - A live sawtimber-size tree with one-third or more of the gross
board-foot volume in the entire sawlog length meeting grade, soundness, and size
requirements; or the potential to do so for poletimber-size trees. It must contain one
merchantable 12-foot log or two non-contiguous merchantable 8-foot logs, now
(sawtimber) or prospectively (poletimber).",TREE_TABLE
TREECLCD_31_NCRS,3,"Rough Cull - A live tree that does not contain at least one 12-foot sawlog or two noncontiguous 8-foot logs now (sawtimber) or prospectively (poletimber), primarily because of roughness or poor form within the sawlog length. Or sawtimber and prospectively poletimber with two-thirds or more of its gross board-foot volume that does not meet size, soundness, and grade requirements; and 50% or more of the assigned total board-foot cull within the sawlog length is rough cull.",TREE_TABLE
TREECLCD_31_NCRS,4,"Rotten Cull - A live tree that does not contain at least one 12-foot sawlog or two noncontiguous 8-foot logs now (sawtimber) or prospectively (poletimber) and/or do not meet grade specifications for percent sound primarily because of rot within the sawlog length. Or sawtimber and prospectively poletimber with two-thirds or more of its gross board-foot volume that does not meet size, soundness, and grade requirements; and 50% or more of the assigned total board-foot cull within the sawlog length is rotten cull.",TREE_TABLE
TREECLCD_31_NCRS,5,Salvable Dead - A standing dead tree with at least one-third merchantable sound volume. ROTTEN/MISSING CUBIC-FOOT CULL does not exceed 67%. Note: ROUGH CUBIC-FOOT CULL is not a criterion for determining salvable dead.,TREE_TABLE
TREECLCD_31_NCRS,6,Nonsalvable Dead - A standing dead tree that does not qualify as salvable.,TREE_TABLE
TREE_GRADE_NCRS (1st digit),Grade: 1,Valid species: Hardwoods and softwoods.,TREE_TABLE
TREE_GRADE_NCRS (1st digit),Grade: 2,Valid species: Hardwoods and softwoods.,TREE_TABLE
TREE_GRADE_NCRS (1st digit),Grade: 3,Valid species: Hardwoods and softwoods.,TREE_TABLE
TREE_GRADE_NCRS (1st digit),Grade: 4,Valid species: Hardwoods only and white pine.,TREE_TABLE
TREE_GRADE_NCRS (1st digit),Grade: 5,Valid species: Hardwoods only.,TREE_TABLE
TREE_GRADE_NCRS (2nd and 3rd digits),00,"Limiting factor: Not applicable, already a grade 1, all softwoods.",TREE_TABLE
TREE_GRADE_NCRS (2nd and 3rd digits),10,Limiting factor: Diameter.,TREE_TABLE
TREE_GRADE_NCRS (2nd and 3rd digits),20,Limiting factor: Length.,TREE_TABLE
TREE_GRADE_NCRS (2nd and 3rd digits),30,Limiting factor: Clear cuttings.,TREE_TABLE
TREE_GRADE_NCRS (2nd and 3rd digits),40,Limiting factor: Sweep and crook.,TREE_TABLE
TREE_GRADE_NCRS (2nd and 3rd digits),50,Limiting factor: Cull.,TREE_TABLE
TREE_GRADE_NCRS (2nd and 3rd digits),60,Limiting factor: Position in tree.,TREE_TABLE
TREE_GRADE_NCRS (2nd and 3rd digits),70,Limiting factor: Multiple factors.,TREE_TABLE
TREE_GRADE_NCRS (2nd and 3rd digits),80,Limiting factor: Diameter and clear cutting.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),000,Tree type: Hardwoods/softwoods.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),100,Tree type: Hardwoods/softwoods.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),200,Tree type: Softwoods.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),210,Tree type: Hardwoods.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),230,Tree type: Hardwoods.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),240,Tree type: Hardwoods.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),250,Tree type: Hardwoods.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),270,Tree type: Hardwoods.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),280,Tree type: Hardwoods.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),300,Tree type: Softwoods.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),310,Tree type: Hardwoods.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),330,Tree type: Hardwoods.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),340,Tree type: Hardwoods.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),350,Tree type: Hardwoods.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),370,Tree type: Hardwoods.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),380,Tree type: Hardwoods.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),400,Tree type: Softwoods - white pine only.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),430,Tree type: Hardwoods.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),520,Tree type: Hardwoods.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),560,Tree type: Hardwoods.,TREE_TABLE
TREE_GRADE_NCRS (Possible code combinations),570,Tree type: Hardwoods.,TREE_TABLE
BOUGHS_AVAILABLE_NCRS,0,No boughs available.,TREE_TABLE
BOUGHS_AVAILABLE_NCRS,1,Boughs available.,TREE_TABLE
BOUGHS_HRVST_NCRS,0,Boughs have not been harvested.,TREE_TABLE
BOUGHS_HRVST_NCRS,1,Boughs have been harvested.,TREE_TABLE
TREECLCD_31_NERS,2,"Growing Stock - A live sawtimber-size tree with one-third or more of the gross
board-foot volume in the entire sawlog length meeting grade, soundness, and size
requirements; or the potential to do so for poletimber-size trees. It must contain one
merchantable 12-foot log or two non-contiguous merchantable 8-foot logs, now
(sawtimber) or prospectively (poletimber).",TREE_TABLE
TREECLCD_31_NERS,3,"Rough Cull - A live tree that does not contain at least one 12-foot sawlog or two noncontiguous 8-foot logs now (sawtimber) or prospectively (poletimber), primarily because of roughness or poor form within the sawlog length. Or sawtimber and prospectively poletimber with two-thirds or more of its gross board-foot volume that does not meet size, soundness, and grade requirements; and 50% or more of the assigned total board-foot cull within the sawlog length is rough cull.",TREE_TABLE
TREECLCD_31_NERS,4,"Rotten Cull - A live tree that does not contain at least one 12-foot sawlog or two noncontiguous 8-foot logs now (sawtimber) or prospectively (poletimber) and/or do not meet grade specifications for percent sound primarily because of rot within the sawlog length. Or sawtimber and prospectively poletimber with two-thirds or more of its gross board-foot volume that does not meet size, soundness, and grade requirements; and 50% or more of the assigned total board-foot cull within the sawlog length is rotten cull.",TREE_TABLE
TREECLCD_31_NERS,5,Salvable Dead - A standing dead tree with at least one-third merchantable sound volume. Rotten/missing cubic-foot cull does not exceed 67%. Note: Rough cubic-foot cull is not a criterion for determining salvable dead.,TREE_TABLE
TREECLCD_31_NERS,6,Nonsalvable Dead - A standing dead tree that does not qualify as salvable.,TREE_TABLE
"AGENTCD_NERS (periodic inventories in CT, DE, MD, MA, NH, NJ, RI, VT, WV)",0,None.,TREE_TABLE
"AGENTCD_NERS (periodic inventories in CT, DE, MD, MA, NH, NJ, RI, VT, WV)",1,Insect.,TREE_TABLE
"AGENTCD_NERS (periodic inventories in CT, DE, MD, MA, NH, NJ, RI, VT, WV)",2,Disease.,TREE_TABLE
"AGENTCD_NERS (periodic inventories in CT, DE, MD, MA, NH, NJ, RI, VT, WV)",3,Fire.,TREE_TABLE
"AGENTCD_NERS (periodic inventories in CT, DE, MD, MA, NH, NJ, RI, VT, WV)",4,Animal.,TREE_TABLE
"AGENTCD_NERS (periodic inventories in CT, DE, MD, MA, NH, NJ, RI, VT, WV)",5,Weather.,TREE_TABLE
"AGENTCD_NERS (periodic inventories in CT, DE, MD, MA, NH, NJ, RI, VT, WV)",6,Suppression.,TREE_TABLE
"AGENTCD_NERS (periodic inventories in CT, DE, MD, MA, NH, NJ, RI, VT, WV)",7,Unknown and other.,TREE_TABLE
"AGENTCD_NERS (periodic inventories in CT, DE, MD, MA, NH, NJ, RI, VT, WV)",8,Harvest-related.,TREE_TABLE
"AGENTCD_NERS (periodic inventory in NY, 1993)",00,None.,TREE_TABLE
"AGENTCD_NERS (periodic inventory in NY, 1993)",10,Insect.,TREE_TABLE
"AGENTCD_NERS (periodic inventory in NY, 1993)",20,Disease.,TREE_TABLE
"AGENTCD_NERS (periodic inventory in NY, 1993)",30,Fire.,TREE_TABLE
"AGENTCD_NERS (periodic inventory in NY, 1993)",40,Animal.,TREE_TABLE
"AGENTCD_NERS (periodic inventory in NY, 1993)",41,Animal browse: 1-10%.,TREE_TABLE
"AGENTCD_NERS (periodic inventory in NY, 1993)",42,Animal browse: 11-40%.,TREE_TABLE
"AGENTCD_NERS (periodic inventory in NY, 1993)",43,Animal browse: 41-100%.,TREE_TABLE
"AGENTCD_NERS (periodic inventory in NY, 1993)",50,Weather.,TREE_TABLE
"AGENTCD_NERS (periodic inventory in NY, 1993)",60,Suppression.,TREE_TABLE
"AGENTCD_NERS (periodic inventory in NY, 1993)",70,Harvest-related.,TREE_TABLE
"AGENTCD_NERS (periodic inventory in NY, 1993)",80,Other human.,TREE_TABLE
"AGENTCD_NERS (periodic inventory in NY, 1993)",90,Unknown or not listed.,TREE_TABLE
"AGENTCD_NERS (periodic inventory in NY, 1993)",99,Dead sapling.,TREE_TABLE
AGENTCD_NERS (annual data: 2000-2003),10,Insect damage.,TREE_TABLE
AGENTCD_NERS (annual data: 2000-2003),20,Disease damage.,TREE_TABLE
AGENTCD_NERS (annual data: 2000-2003),30,Fire damage.,TREE_TABLE
AGENTCD_NERS (annual data: 2000-2003),40,Animal damage.,TREE_TABLE
AGENTCD_NERS (annual data: 2000-2003),50,Weather damage.,TREE_TABLE
AGENTCD_NERS (annual data: 2000-2003),60,"Vegetation (suppression, competition, vines/kudzu).",TREE_TABLE
AGENTCD_NERS (annual data: 2000-2003),70,Unknown / not sure / other (include notes).,TREE_TABLE
AGENTCD_NERS (annual data: 2000-2003),80,"Human-caused damage (cultural, logging, accidental damage, etc.).",TREE_TABLE
AGENTCD_NERS (annual data: 2000-2003),90,Physical (hit by a falling tree).,TREE_TABLE
AGENTCD_NERS (annual data: 2004-2006),10,Insect.,TREE_TABLE
AGENTCD_NERS (annual data: 2004-2006),20,Disease.,TREE_TABLE
AGENTCD_NERS (annual data: 2004-2006),30,Fire.,TREE_TABLE
AGENTCD_NERS (annual data: 2004-2006),40,Animal.,TREE_TABLE
AGENTCD_NERS (annual data: 2004-2006),50,Weather.,TREE_TABLE
AGENTCD_NERS (annual data: 2004-2006),60,"Vegetation (suppression, competition, vines/kudzu).",TREE_TABLE
AGENTCD_NERS (annual data: 2004-2006),70,"Unknown / not sure / other - includes death from human activity not related to silvicultural or land clearing activity (accidental, random, etc.).",TREE_TABLE
AGENTCD_NERS (annual data: 2004-2006),80,"Silvicultural or land clearing activity (death caused by harvesting or other silvicultural activity, including girdling, chaining, etc., or to land clearing activity).",TREE_TABLE
BFSNDCD_NERS,0,00-09%,TREE_TABLE
BFSNDCD_NERS,1,10-19%,TREE_TABLE
BFSNDCD_NERS,2,20-29%,TREE_TABLE
BFSNDCD_NERS,3,30-39%,TREE_TABLE
BFSNDCD_NERS,4,40-49%,TREE_TABLE
BFSNDCD_NERS,5,50-59%,TREE_TABLE
BFSNDCD_NERS,6,60-69%,TREE_TABLE
BFSNDCD_NERS,7,70-79%,TREE_TABLE
BFSNDCD_NERS,8,80-89%,TREE_TABLE
BFSNDCD_NERS,9,90-100%,TREE_TABLE
AGECHKCD_RMRS,0,"• Age/radial growth measured directly from core.
• Age/radial growth calculated from remeasurement data (same tree).",TREE_TABLE
AGECHKCD_RMRS,1,"• Age/radial growth was estimated due to rot.
• Age/radial growth was estimated because rings were difficult to count (old suppressed trees).
• Age was estimated because the increment bore could not reach
to tree center.",TREE_TABLE
AGECHKCD_RMRS,2,"• Age/radial growth was calculated from a similar remeasure tree (same species and diameter class).
• Age/radial growth was based on a similar tree off the subplot.",TREE_TABLE
AGECHKCD_RMRS,3,• Age measured from a collected tree core (for cores collected and sent into the office for aging).,TREE_TABLE
PREV_AGECHKCD_RMRS,0,"• Age/radial growth measured directly from core.
• Age/radial growth calculated from remeasurement data (same
tree).",TREE_TABLE
PREV_AGECHKCD_RMRS,1,"• Age/radial growth was estimated due to rot.
• Age/radial growth was estimated because rings were difficult to count (old suppressed trees).
• Age was estimated because the increment bore could not reach to tree center.",TREE_TABLE
PREV_AGECHKCD_RMRS,2,"• Age/radial growth was calculated from a similar remeasure tree (same species and diameter class).
• Age/radial growth was based on a similar tree off the subplot.",TREE_TABLE
PREV_AGECHKCD_RMRS,3,• Age measured from a collected tree core (for cores collected and sent into the office for aging).,TREE_TABLE
RADAGECD_RMRS,0,"No. Do NOT collect radial growth or age information. This is not a site tree nor an age
and/or growth tree.",TREE_TABLE
RADAGECD_RMRS,1,Yes. Collect only radial growth; this is a timber species growth tree only.,TREE_TABLE
RADAGECD_RMRS,2,"Yes. Collect both radial growth and age information; this tree is either a site tree or an
age/growth tree. Also use this code for 2-inch class saplings that get age only.",TREE_TABLE
RADAGECD_RMRS,3,"Yes. Collect radial growth, age will be determined from the core. Use this code where it is required to collect tree cores (cannot be used for site trees).",TREE_TABLE
RADAGECD_RMRS,4,Yes. Use Past/Current Diameters for growth (replaces just radial).,TREE_TABLE
RADAGECD_RMRS,5,Yes. Collect age information. Use Past/Current Diameters for growth (replace radial).,TREE_TABLE
RADAGECD_RMRS (Diameter size-class ranges for timber species are as follows:),Stand-Size Class: 1 ,Size-class range (d.b.h.): Softwoods: 0-0.9 inches (count whorls/scars): age only.,TREE_TABLE
RADAGECD_RMRS (Diameter size-class ranges for timber species are as follows:),Stand-Size Class: 1,Size-class range (d.b.h.): Hardwoods: 0-0.9 inches.,TREE_TABLE
RADAGECD_RMRS (Diameter size-class ranges for timber species are as follows:),Stand-Size Class: 1 ,Size-class range (d.b.h.): Softwoods: 1.0-2.9 inches (age at base): age only.,TREE_TABLE
RADAGECD_RMRS (Diameter size-class ranges for timber species are as follows:),Stand-Size Class: 1,Size-class range (d.b.h.): Hardwoods: 1.0-2.9 inches.,TREE_TABLE
RADAGECD_RMRS (Diameter size-class ranges for timber species are as follows:),Stand-Size Class: 1 ,Size-class range (d.b.h.): Softwoods: 3.0-4.9 inches (age at BH): age and radial. ,TREE_TABLE
RADAGECD_RMRS (Diameter size-class ranges for timber species are as follows:),Stand-Size Class: 1,Size-class range (d.b.h.): Hardwoods: 3.0-4.9 inches.,TREE_TABLE
RADAGECD_RMRS (Diameter size-class ranges for timber species are as follows:),Stand-Size Class: 2,Size-class range (d.b.h.): Softwoods: 5.0-8.9 inches.,TREE_TABLE
RADAGECD_RMRS (Diameter size-class ranges for timber species are as follows:),Stand-Size Class: 2,Size-class range (d.b.h.): Hardwoods: 5.0-8.9 inches.,TREE_TABLE
RADAGECD_RMRS (Diameter size-class ranges for timber species are as follows:),Stand-Size Class: 2,Size-class range (d.b.h.): Softwoods: —,TREE_TABLE
RADAGECD_RMRS (Diameter size-class ranges for timber species are as follows:),Stand-Size Class: 2,Size-class range (d.b.h.): Hardwoods: 9.0-10.9 inches.,TREE_TABLE
RADAGECD_RMRS (Diameter size-class ranges for timber species are as follows:),Stand-Size Class: 3,Size-class range (d.b.h.): Softwoods: 9.0-12.9 inches.,TREE_TABLE
RADAGECD_RMRS (Diameter size-class ranges for timber species are as follows:),Stand-Size Class: 3,Size-class range (d.b.h.): Hardwoods: 11.0-12.9 inches.,TREE_TABLE
RADAGECD_RMRS (Diameter size-class ranges for timber species are as follows:),Stand-Size Class: 3,Size-class range (d.b.h.): Softwoods: 13.0-16.9 inches.,TREE_TABLE
RADAGECD_RMRS (Diameter size-class ranges for timber species are as follows:),Stand-Size Class: 3,Size-class range (d.b.h.): Hardwoods: 13.0-16.9 inches.,TREE_TABLE
RADAGECD_RMRS (Diameter size-class ranges for timber species are as follows:),Stand-Size Class: 3,Size-class range (d.b.h.): Softwoods: 17.0-20.9 inches.,TREE_TABLE
RADAGECD_RMRS (Diameter size-class ranges for timber species are as follows:),Stand-Size Class: 3,Size-class range (d.b.h.): Hardwoods: 17.0-20.9 inches.,TREE_TABLE
RADAGECD_RMRS (Diameter size-class ranges for timber species are as follows:),Stand-Size Class: 3,Size-class range (d.b.h.): Softwoods: etc,TREE_TABLE
