table_id,column_id,of_variable,of_type,with_entry
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Klein, Eric S (ericsklein@alaksa.edu) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,method,14C OxCal_4.2.4 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,method,14C Bacon_2.2 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,value,--
core,doi,doi,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Klein, Eric S (ericsklein@alaksa.edu) COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age [ka BP] (Cal age) PI: Mackay, Helen METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Mackay, Helen METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Mackay, Helen METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age [ka BP] (Cal age) PI: Mackay, Helen METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618) COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Mackay, Helen METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Mackay, Helen METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,method,14C OxCal_4.2.4 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,method,14C Bacon_2.2 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,value,--
core,doi,doi,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Mackay, Helen COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age [ka BP] (Cal age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age [ka BP] (Cal age) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618) COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,method,14C OxCal_4.2.4 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,method,14C Bacon_2.2 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,value,--
core,doi,doi,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Charman, Dan J (https://orcid.org/0000-0003-3464-4536, D.J.Charman@exeter.ac.uk) COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age [ka BP] (Cal age) PI: Jones, Miriam C (https://orcid.org/0000-0002-6650-7619, miriamjones@usgs.gov) COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Jones, Miriam C (https://orcid.org/0000-0002-6650-7619, miriamjones@usgs.gov)"
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Jones, Miriam C (https://orcid.org/0000-0002-6650-7619, miriamjones@usgs.gov)"
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age [ka BP] (Cal age) PI: Jones, Miriam C (https://orcid.org/0000-0002-6650-7619, miriamjones@usgs.gov) COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Jones, Miriam C (https://orcid.org/0000-0002-6650-7619, miriamjones@usgs.gov)"
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Jones, Miriam C (https://orcid.org/0000-0002-6650-7619, miriamjones@usgs.gov)"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,method,14C OxCal_4.2.4 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,method,14C Bacon_2.2 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,value,--
core,doi,doi,id,--
core,Depth sed [m] (Sample midpoint depth of OxCa...),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Jones, Miriam C (https://orcid.org/0000-0002-6650-7619, miriamjones@usgs.gov) COMMENT: Sample midpoint depth of OxCal Median Age"
core,Depth sed [m] (Sample midpoint depth of Baco...),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Jones, Miriam C (https://orcid.org/0000-0002-6650-7619, miriamjones@usgs.gov) COMMENT: Sample midpoint depth of Bacon Median Age"
core,Depth sed [m] (Sample midpoint depth of OxCa...),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth of Baco...),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth of OxCa...),layer_mid,value,--
core,Depth sed [m] (Sample midpoint depth of Baco...),layer_mid,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age [ka BP] (Cal age) PI: Ireland, Alex W METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Ireland, Alex W METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Ireland, Alex W METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age [ka BP] (Cal age) PI: Ireland, Alex W METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618) COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Ireland, Alex W METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Ireland, Alex W METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,method,14C OxCal_4.2.4 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,method,14C Bacon_2.2 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,value,--
core,doi,doi,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Ireland, Alex W COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age [ka BP] (Cal age) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age [ka BP] (Cal age) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618) COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,method,14C OxCal_4.2.4 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,method,14C Bacon_2.2 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,value,--
core,doi,doi,id,--
core,Depth sed [m] (Sample midpoint depth of OxCa...),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model COMMENT: Sample midpoint depth of OxCal Median Age"
core,Depth sed [m] (Sample midpoint depth of Baco...),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Yu, Zicheng (https://orcid.org/0000-0003-2358-2712, ziy2@lehigh.edu) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618) COMMENT: Sample midpoint depth of Bacon Median Age"
core,Depth sed [m] (Sample midpoint depth of OxCa...),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth of Baco...),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth of OxCa...),layer_mid,value,--
core,Depth sed [m] (Sample midpoint depth of Baco...),layer_mid,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age [ka BP] (Cal age) PI: Hribjlan, John METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Hribjlan, John METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Hribjlan, John METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age [ka BP] (Cal age) PI: Hribjlan, John METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618) COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Hribjlan, John METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Hribjlan, John METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,method,14C OxCal_4.2.4 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,method,14C Bacon_2.2 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,value,--
core,doi,doi,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Hribjlan, John COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age [ka BP] (Cal age) PI: Swindles, Graeme T (https://orcid.org/0000-0001-8039-1790) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Swindles, Graeme T (https://orcid.org/0000-0001-8039-1790) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Swindles, Graeme T (https://orcid.org/0000-0001-8039-1790) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age [ka BP] (Cal age) PI: Swindles, Graeme T (https://orcid.org/0000-0001-8039-1790) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618) COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Swindles, Graeme T (https://orcid.org/0000-0001-8039-1790) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,description,"Calendar age, minimum/young [ka BP] (Cal age min) PI: Swindles, Graeme T (https://orcid.org/0000-0001-8039-1790) METHOD/DEVICE: Age, 14C calibrated, Bacon 2.2 (Blaauw and Christen, 2011) (URI: https://doi.org/10.1214/11-BA618)"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,maximum,--
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,maximum,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,method,14C OxCal_4.2.4 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,method,14C Bacon_2.2 calibrated
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age max [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age min [ka BP] (Age, 14C calibrated, Bacon 2.2)",age,unit,ka BP
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, Bacon 2.2)",age,value,--
core,doi,doi,id,--
core,Depth sed [m] (Sample midpoint depth),layer_mid,description,"DEPTH, sediment/rock [m] (Depth sed) GEOCODE PI: Swindles, Graeme T (https://orcid.org/0000-0001-8039-1790) COMMENT: Sample midpoint depth"
core,Depth sed [m] (Sample midpoint depth),layer_mid,unit,m
core,Depth sed [m] (Sample midpoint depth),layer_mid,value,--
core,"Cal age [ka BP] (Median Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age [ka BP] (Cal age) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model COMMENT: Median Age"
core,"Cal age max [ka BP] (Age, 14C calibrated, OxCal 4.2.4)",age,description,"Calendar age, maximum/old [ka BP] (Cal age max) PI: Loisel, Julie (julieloisel@tamu.edu) METHOD/DEVICE: Age, 14C calibrated, OxCal 4.2.4, P sequence deposition model"
